Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Extended_Platform_Name
The Dukes of Hazzard: Racing for Home,PS,1999,Racing,Ubisoft,0.99,0.16,0.0,0.04,1.19,,,,,,Play Station
Disney Sing It,Wii,2008,Misc,Disney Interactive Studios,0.77,0.31,0.0,0.11,1.19,,,,,E,Nintendo Wii
Hitman 2: Silent Assassin,X,2002,Action,Eidos Interactive,0.76,0.38,0.0,0.05,1.19,84.0,23.0,8.0,19.0,M,Xbox
WWE SmackDown vs Raw 2008,PSP,2007,Fighting,THQ,0.45,0.47,0.0,0.28,1.19,68.0,11.0,7.8,15.0,T,Play Station Portable
Injustice: Gods Among Us,PS3,2013,Fighting,Warner Bros. Interactive Entertainment,0.49,0.5,0.01,0.2,1.19,78.0,37.0,7.9,283.0,T,Play Station 3
Mad Max (2015),PS4,2015,Action,Warner Bros. Interactive Entertainment,0.37,0.59,0.04,0.18,1.19,,,,,,Play Station 4
Spider-Man: The Movie,GC,2002,Action,Activision,0.86,0.27,0.01,0.04,1.19,76.0,14.0,7.3,11.0,E,GameCube
Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19,,,,,,Game Boy Advance
Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,Nintendo,0.73,0.03,0.36,0.07,1.19,76.0,32.0,7.9,17.0,E,Nintendo DS
Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.19,87.0,54.0,8.2,148.0,M,Play Station Portable
Metal Gear Solid VR Missions,PS,1999,Adventure,Konami Digital Entertainment,0.66,0.45,0.0,0.08,1.18,,,,,,Play Station
LEGO Indiana Jones 2: The Adventure Continues,DS,2009,Action,Activision,0.65,0.42,0.0,0.11,1.18,59.0,4.0,,,E,Nintendo DS
Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,Sega,0.18,0.64,0.27,0.09,1.18,,,,,,Nintendo 3DS
Pole Position,2600,1982,Racing,Atari,1.1,0.07,0.0,0.01,1.18,,,,,,Atari 2600
Pro Yakyuu Family Stadium 88,NES,1988,Sports,Namco Bandai Games,0.1,0.0,1.08,0.0,1.18,,,,,,Nintendo Entertainment System
Mario Tennis,G,2000,Sports,Nintendo,0.5,0.18,0.44,0.06,1.18,,,,,,Game Boy
Shenmue,DC,1999,Adventure,Sega,0.52,0.24,0.38,0.04,1.18,88.0,9.0,9.4,203.0,T,Sega Dreamcast
Just Dance 4,X360,2012,Misc,Ubisoft,0.9,0.19,0.0,0.09,1.18,77.0,23.0,7.7,36.0,E10+,Xbox 360
Tony Hawks Pro Skater 2,GBA,2001,Sports,Activision,0.85,0.31,0.0,0.02,1.18,95.0,16.0,7.5,22.0,E,Game Boy Advance
One Piece: Pirate Warriors,PS3,2012,Action,Namco Bandai Games,0.01,0.23,0.86,0.08,1.18,64.0,33.0,6.5,55.0,T,Play Station 3
Super Ghouls n Ghosts,SNES,1991,Platform,Capcom,0.5,0.14,0.52,0.02,1.18,,,,,,Super Nintendo Entertainment System
Soviet Strike,PS,1996,Simulation,Electronic Arts,0.65,0.44,0.0,0.08,1.17,,,,,,Play Station
Gun,PS2,2005,Shooter,Activision,0.98,0.04,0.0,0.16,1.17,77.0,43.0,8.7,70.0,M,Play Station 2
Ty the Tasmanian Tiger,PS2,2002,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17,70.0,14.0,8.8,60.0,E,Play Station 2
LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,LucasArts,0.4,0.48,0.0,0.29,1.17,76.0,8.0,7.6,11.0,E10+,Play Station Portable
Pok\xc3\xa9Park Wii: Pikachus Adventure,Wii,2009,Adventure,Nintendo,0.53,0.16,0.42,0.06,1.17,62.0,22.0,7.2,36.0,E,Nintendo Wii
Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,0.59,0.45,0.0,0.14,1.17,84.0,39.0,8.6,2779.0,M,PC
Resident Evil: Operation Raccoon City,PS3,2012,Action,Capcom,0.48,0.24,0.36,0.1,1.17,52.0,36.0,4.9,222.0,M,Play Station 3
Mega Man 3,NES,1990,Platform,Capcom,0.68,0.1,0.39,0.0,1.17,,,,,,Nintendo Entertainment System
WWE 12,PS3,2011,Fighting,THQ,0.53,0.45,0.02,0.17,1.17,72.0,28.0,6.9,80.0,T,Play Station 3
Mission: Impossible,N64,1997,Action,Ocean,0.74,0.38,0.02,0.03,1.17,,,,,,Nintendo 64
Romancing SaGa 2,SNES,1993,Role-Playing,SquareSoft,0.0,0.0,1.17,0.0,1.17,,,,,,Super Nintendo Entertainment System
Cabelas Dangerous Hunts,PS2,2003,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15,1.17,57.0,4.0,8.4,37.0,T,Play Station 2
Cool Boarders 4,PS,1998,Sports,989 Studios,0.65,0.44,0.0,0.08,1.17,,,,,,Play Station
WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,THQ,0.48,0.48,0.01,0.2,1.17,81.0,38.0,8.1,55.0,T,Play Station 3
Rage Racer,PS,1996,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17,,,,,,Play Station
Medal of Honor: Rising Sun,X,2003,Shooter,Electronic Arts,0.76,0.36,0.0,0.05,1.17,65.0,23.0,5.8,28.0,T,Xbox
Army of Two,PS3,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,74.0,43.0,7.3,118.0,M,Play Station 3
Spore,PC,2008,Strategy,Electronic Arts,0.03,1.06,0.0,0.08,1.17,84.0,75.0,5.3,1715.0,E10+,PC
Destruction Derby 2,PS,1996,Racing,Psygnosis,0.65,0.44,0.0,0.08,1.17,,,,,,Play Station
Mario vs. Donkey Kong,GBA,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,81.0,43.0,8.0,31.0,E,Game Boy Advance
The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,0.56,0.33,0.18,0.09,1.16,73.0,73.0,7.5,182.0,E,Nintendo 3DS
LEGO Star Wars III: The Clone Wars,PS3,2011,Action,LucasArts,0.52,0.46,0.0,0.19,1.16,76.0,36.0,7.3,34.0,E10+,Play Station 3
Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,1.16,85.0,19.0,8.9,55.0,E10+,Play Station 2
Tom Clancys Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft,0.57,0.44,0.0,0.15,1.16,70.0,31.0,6.3,24.0,T,Play Station 2
FIFA 14,XOne,2013,Sports,Electronic Arts,0.42,0.66,0.0,0.09,1.16,88.0,22.0,5.8,328.0,E,Xbox One
Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16,83.0,13.0,7.9,16.0,T,Play Station
Mirrors Edge,X360,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.16,79.0,82.0,7.5,333.0,T,Xbox 360
Sonic the Hedgehog,PS3,2006,Platform,Sega,0.41,0.06,0.04,0.66,1.16,43.0,17.0,4.1,177.0,E10+,Play Station 3
NASCAR Thunder 2002,PS2,2001,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16,85.0,17.0,8.5,22.0,E,Play Station 2
Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2002,Role-Playing,Konami Digital Entertainment,0.84,0.27,0.0,0.05,1.16,,,,,,Game Boy Advance
Sega Rally Championship,SAT,1995,Racing,Sega,0.21,0.16,0.77,0.02,1.16,,,,,,Sega Saturn
Jet Force Gemini,N64,1999,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16,,,,,,Nintendo 64
Mega Man X,SNES,1993,Platform,Capcom,0.57,0.08,0.5,0.01,1.16,,,,,,Super Nintendo Entertainment System
Test Drive: Off Road,PS,1997,Racing,Eidos Interactive,0.65,0.44,0.0,0.08,1.16,,,,,,Play Station
The Elder Scrolls V: Skyrim,XOne,2016,Role-Playing,Bethesda Softworks,0.68,0.37,0.0,0.1,1.16,,,,,,Xbox One
Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft,0.7,0.36,0.0,0.1,1.16,77.0,13.0,7.6,21.0,E,Xbox 360
Medal of Honor: Warfighter,X360,2012,Action,Electronic Arts,0.59,0.45,0.01,0.1,1.16,53.0,43.0,5.4,438.0,M,Xbox 360
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,0.45,0.24,0.3,0.16,1.16,88.0,41.0,8.0,238.0,T,Play Station Portable
LEGO Star Wars: The Video Game,X,2005,Action,Eidos Interactive,0.83,0.28,0.0,0.05,1.16,,,,,,Xbox
Sniper: Ghost Warrior,X360,2010,Shooter,City Interactive,0.54,0.5,0.0,0.12,1.16,45.0,39.0,5.8,89.0,M,Xbox 360
Sonic Rush Adventure,DS,2007,Platform,Sega,0.53,0.48,0.01,0.12,1.15,78.0,32.0,8.2,66.0,E,Nintendo DS
Worldwide Soccer Manager 2009,PC,2008,Simulation,Sega,0.0,1.14,0.0,0.01,1.15,83.0,29.0,8.1,30.0,E,PC
Gauntlet: Dark Legacy,PS2,2001,Action,Midway Games,0.56,0.44,0.0,0.15,1.15,73.0,15.0,8.3,30.0,T,Play Station 2
Medal of Honor Heroes 2,PSP,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.15,69.0,20.0,7.3,30.0,T,Play Station Portable
WWE 2K15,PS4,2014,Sports,Take-Two Interactive,0.39,0.57,0.0,0.19,1.15,62.0,44.0,5.1,164.0,T,Play Station 4
Bad Boys: Miami Takedown,PS2,2004,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15,43.0,5.0,3.4,13.0,M,Play Station 2
Wario Land: Shake It!,Wii,2008,Platform,Nintendo,0.59,0.31,0.15,0.1,1.15,,,,,,Nintendo Wii
Football Manager 2013,PC,2012,Sports,Sega,0.0,0.95,0.0,0.21,1.15,86.0,37.0,6.8,230.0,,PC
Kaboom!,2600,1980,Misc,Activision,1.07,0.07,0.0,0.01,1.15,,,,,,Atari 2600
FIFA Soccer 10,PSP,2009,Sports,Electronic Arts,0.16,0.67,0.01,0.31,1.15,83.0,9.0,7.9,14.0,E,Play Station Portable
Qix,G,1990,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15,,,,,,Game Boy
Doraemon,NES,1986,Action,Hudson Soft,0.0,0.0,1.15,0.0,1.15,,,,,,Nintendo Entertainment System
Derby Stallion III,SNES,1995,Sports,ASCII Entertainment,0.0,0.0,1.15,0.0,1.15,,,,,,Super Nintendo Entertainment System
High School Musical 2: Work This Out!,DS,2008,Misc,Disney Interactive Studios,0.5,0.52,0.0,0.13,1.15,,,,,,Nintendo DS
Donkey Konga,GC,2003,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15,76.0,55.0,8.1,22.0,E,GameCube
Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision,0.0,1.12,0.0,0.03,1.15,92.0,40.0,8.5,2376.0,M,PC
Dragon Quest I & II,SNES,1993,Role-Playing,Enix Corporation,0.0,0.0,1.15,0.0,1.15,,,,,,Super Nintendo Entertainment System
Tak and the Power of Juju,PS2,2003,Platform,THQ,0.56,0.44,0.0,0.15,1.15,68.0,28.0,9.0,28.0,E,Play Station 2
Red Dead Redemption: Undead Nightmare,PS3,2010,Action,Take-Two Interactive,0.45,0.45,0.06,0.18,1.15,,,7.5,18.0,M,Play Station 3
Asteroids,PS,1998,Shooter,Success,0.64,0.43,0.0,0.07,1.15,,,,,,Play Station
Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,Compile,0.0,0.0,1.07,0.07,1.15,,,,,,Play Station
Persona 4: Golden,PSV,2012,Role-Playing,Atlus,0.37,0.24,0.38,0.16,1.14,93.0,61.0,9.2,1240.0,M,Play Station Vita
Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios,0.64,0.4,0.0,0.1,1.14,81.0,89.0,7.7,1142.0,M,Xbox One
Action Bass,PS,2000,Action,Take-Two Interactive,0.64,0.43,0.0,0.07,1.14,51.0,8.0,,,E,Play Station
Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,0.44,0.34,0.25,0.11,1.14,79.0,33.0,8.4,38.0,M,Play Station 2
Shadow of the Colossus,PS2,2005,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,91.0,77.0,9.1,948.0,T,Play Station 2
Brave Fencer Musashi,PS,1998,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14,81.0,12.0,8.5,17.0,E,Play Station
Pokemon Rumble Blast,3DS,2011,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,56.0,36.0,7.1,50.0,E10+,Nintendo 3DS
Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive,0.57,0.32,0.09,0.16,1.14,88.0,46.0,7.5,156.0,M,Play Station 3
WWE 2K14,PS3,2013,Sports,Take-Two Interactive,0.49,0.46,0.0,0.19,1.14,74.0,22.0,7.5,121.0,T,Play Station 3
007: Quantum of Solace,PS3,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,65.0,42.0,6.6,49.0,T,Play Station 3
Dance Dance Revolution Extreme 2,PS2,2005,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14,76.0,27.0,9.0,21.0,E10+,Play Station 2
Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,0.32,0.53,0.13,0.16,1.14,69.0,50.0,7.7,600.0,T,Play Station 4
Super R.C. Pro-Am,G,1991,Racing,Nintendo,0.58,0.37,0.15,0.04,1.14,,,,,,Game Boy
Resident Evil - Code: Veronica,DC,2000,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14,,,,,,Sega Dreamcast
Commando,NES,1986,Action,Capcom,0.71,0.16,0.25,0.03,1.14,,,,,,Nintendo Entertainment System
Pilotwings,SNES,1990,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14,,,,,,Super Nintendo Entertainment System
South Park,N64,1998,Shooter,Acclaim Entertainment,0.9,0.23,0.0,0.02,1.14,,,,,,Nintendo 64
The Lord of the Rings: The Return of the King,X,2003,Action,Electronic Arts,0.71,0.38,0.0,0.05,1.14,84.0,31.0,9.1,31.0,T,Xbox
EA Sports Active: More Workouts,Wii,2009,Sports,Electronic Arts,0.77,0.27,0.0,0.1,1.14,80.0,15.0,,,E,Nintendo Wii
LEGO Star Wars: The Video Game,GBA,2005,Action,Eidos Interactive,0.82,0.3,0.0,0.02,1.14,,,,,,Game Boy Advance
Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,81.0,66.0,8.8,32.0,E,Play Station 3
Royal Palace of White Sword and The City of Gentiles,PS2,2005,Role-Playing,Take-Two Interactive,0.0,0.51,0.0,0.62,1.14,,,,,,Play Station 2
Ratchet & Clank: All 4 One,PS3,2011,Platform,Sony Computer Entertainment,0.75,0.21,0.05,0.12,1.14,,,,,,Play Station 3
Alien: Isolation,PS4,2014,Shooter,Sega,0.35,0.57,0.04,0.18,1.14,79.0,50.0,8.1,800.0,M,Play Station 4
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,73.0,15.0,8.8,32.0,T,Play Station 2
Need for Speed Underground 2,GC,2004,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14,,,,,,GameCube
Pikmin 3,WiiU,2013,Strategy,Nintendo,0.45,0.33,0.29,0.07,1.13,87.0,79.0,8.7,666.0,E10+,Nintendo Wii U
MechAssault,X,2002,Simulation,Microsoft Game Studios,1.01,0.1,0.0,0.03,1.13,87.0,32.0,8.0,47.0,T,Xbox
LEGO City Undercover,WiiU,2013,Platform,Nintendo,0.49,0.44,0.13,0.08,1.13,80.0,66.0,8.2,283.0,E10+,Nintendo Wii U
Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,0.56,0.32,0.18,0.09,1.13,76.0,74.0,8.0,276.0,E10+,Nintendo Wii U
Derby Stallion 99,PS,1999,Sports,ASCII Entertainment,0.0,0.0,1.06,0.07,1.13,,,,,,Play Station
Cars,GBA,2006,Racing,THQ,0.81,0.3,0.0,0.02,1.13,50.0,8.0,4.7,6.0,E,Game Boy Advance
LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts,0.61,0.43,0.0,0.09,1.13,67.0,25.0,6.1,31.0,E10+,Nintendo 3DS
Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.23,0.7,0.03,0.17,1.13,83.0,37.0,6.6,367.0,E,Play Station 4
Tom Clancys Rainbow Six 3: Black Arrow,X,2004,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13,84.0,55.0,8.6,14.0,M,Xbox
Donkey Kong,NES,1983,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13,,,,,,Nintendo Entertainment System
Rocksmith,PS3,2011,Misc,Ubisoft,0.53,0.36,0.09,0.15,1.13,80.0,27.0,8.3,52.0,T,Play Station 3
Mirrors Edge,PS3,2008,Platform,Electronic Arts,0.31,0.58,0.02,0.22,1.13,79.0,66.0,7.8,366.0,T,Play Station 3
Guitar Hero 5,X360,2009,Misc,Activision,0.65,0.37,0.0,0.11,1.13,85.0,69.0,6.8,108.0,T,Xbox 360
Fantasy Life,3DS,2012,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,73.0,51.0,8.6,210.0,E10+,Nintendo 3DS
Jampack Winter 98,PS,1998,Misc,Sony Computer Entertainment,0.63,0.43,0.0,0.07,1.13,,,,,,Play Station
Pok\xc3\xa9mon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2005,Role-Playing,Nintendo,0.81,0.3,0.0,0.02,1.13,,,,,,Game Boy Advance
SingStar,PS3,2007,Misc,Sony Computer Entertainment,0.45,0.56,0.0,0.12,1.13,82.0,48.0,5.9,15.0,T,Play Station 3
Moon Patrol,2600,1982,Shooter,Atari,1.05,0.06,0.0,0.01,1.12,,,,,,Atari 2600
Supercar Street Challenge,PS2,2001,Racing,Activision,0.55,0.43,0.0,0.14,1.12,57.0,15.0,7.6,9.0,E,Play Station 2
Rabbids Go Home,Wii,2009,Platform,Ubisoft,0.25,0.74,0.0,0.14,1.12,78.0,50.0,8.3,32.0,E10+,Nintendo Wii
Pilotwings 64,N64,1996,Simulation,Nintendo,0.56,0.24,0.3,0.02,1.12,,,,,,Nintendo 64
Rocksmith,X360,2011,Misc,Ubisoft,0.84,0.19,0.01,0.08,1.12,77.0,30.0,8.2,62.0,T,Xbox 360
ModNation Racers,PS3,2010,Racing,Sony Computer Entertainment,0.5,0.4,0.06,0.16,1.12,82.0,85.0,8.4,202.0,E,Play Station 3
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12,82.0,44.0,8.6,63.0,M,Play Station Portable
Call Of Duty 2: Big Red One,X,2005,Shooter,Activision,0.66,0.4,0.0,0.05,1.12,78.0,46.0,5.1,27.0,T,Xbox
Yoshis Cookie,NES,1992,Puzzle,Nintendo,0.41,0.06,0.63,0.02,1.12,,,,,,Nintendo Entertainment System
Guitar Hero 5,PS2,2009,Misc,Activision,0.28,0.3,0.0,0.54,1.12,71.0,4.0,2.6,10.0,T,Play Station 2
Worldwide Soccer Manager 2008,PC,2007,Sports,Russel,0.0,1.12,0.0,0.0,1.12,86.0,15.0,8.0,19.0,E,PC
Yakuza 3,PS3,2009,Action,Sega,0.21,0.2,0.62,0.08,1.12,79.0,77.0,8.1,165.0,M,Play Station 3
Spider-Man 2,X,2004,Action,Activision,0.82,0.26,0.0,0.04,1.12,83.0,60.0,8.3,40.0,T,Xbox
Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,0.63,0.36,0.02,0.1,1.12,70.0,91.0,6.0,202.0,M,Xbox 360
The Beatles: Rock Band,PS3,2009,Misc,MTV Games,0.67,0.29,0.0,0.15,1.12,88.0,60.0,8.7,59.0,T,Play Station 3
Dragon Age II,X360,2011,Action,Electronic Arts,0.72,0.29,0.01,0.09,1.11,79.0,75.0,4.5,2382.0,M,Xbox 360
Counter-Strike,X,2003,Shooter,Microsoft Game Studios,0.85,0.23,0.0,0.04,1.11,74.0,38.0,7.6,51.0,M,Xbox
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,Action,Activision,0.63,0.37,0.0,0.11,1.11,,,,,,Play Station 2
Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11,69.0,50.0,6.3,31.0,T,Play Station 2
Fight Night Champion,PS3,2011,Fighting,Electronic Arts,0.45,0.49,0.0,0.18,1.11,84.0,52.0,7.3,95.0,M,Play Station 3
Rock Band,PS2,2007,Misc,Electronic Arts,0.71,0.06,0.0,0.35,1.11,82.0,8.0,6.8,13.0,T,Play Station 2
Tom Clancys Splinter Cell: Chaos Theory,X,2005,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11,94.0,70.0,9.0,160.0,M,Xbox
Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment,0.0,0.0,1.1,0.01,1.11,,,,,,Play Station
NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,0.95,0.14,0.0,0.03,1.11,,,,,,Sega Genesis
Donkey Kong Jr.,NES,1983,Platform,Nintendo,0.33,0.07,0.7,0.01,1.11,,,,,,Nintendo Entertainment System
Legend of Mana,PS,1999,Role-Playing,SquareSoft,0.18,0.13,0.73,0.07,1.11,,,,,,Play Station
WWE 2K14,X360,2013,Sports,Take-Two Interactive,0.64,0.37,0.0,0.1,1.11,75.0,43.0,7.7,100.0,T,Xbox 360
Lumines: Puzzle Fusion,PSP,2004,Puzzle,Ubisoft,0.52,0.35,0.0,0.23,1.11,,,,,,Play Station Portable
Megamania,2600,1981,Shooter,Activision,1.03,0.06,0.0,0.01,1.1,,,,,,Atari 2600
Jungle Hunt,2600,1982,Platform,Atari,1.03,0.06,0.0,0.01,1.1,,,,,,Atari 2600
Dishonored 2,PS4,2016,Action,Bethesda Softworks,0.41,0.51,0.01,0.18,1.1,88.0,62.0,7.7,629.0,M,Play Station 4
Castlevania: Lords of Shadow,PS3,2010,Action,Konami Digital Entertainment,0.5,0.35,0.1,0.15,1.1,85.0,62.0,7.9,472.0,M,Play Station 3
Triple Play 98,PS,1997,Sports,Electronic Arts,0.61,0.42,0.0,0.07,1.1,,,,,,Play Station
Plants vs. Zombies,DS,2011,Strategy,Mastertronic,0.9,0.12,0.0,0.08,1.1,81.0,23.0,7.4,29.0,E10+,Nintendo DS
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,G,1999,Strategy,Konami Digital Entertainment,0.0,0.0,1.1,0.0,1.1,,,,,,Game Boy
The Final Fantasy Legend,G,1989,Role-Playing,SquareSoft,0.0,0.0,1.1,0.0,1.1,,,,,,Game Boy
F-Zero X,N64,1998,Racing,Nintendo,0.45,0.33,0.29,0.03,1.1,,,,,,Nintendo 64
Popeye,NES,1983,Platform,Nintendo,0.51,0.12,0.45,0.02,1.1,,,,,,Nintendo Entertainment System
Lode Runner,NES,1984,Puzzle,Hudson Soft,0.0,0.0,1.1,0.0,1.1,,,,,,Nintendo Entertainment System
Famicom Jump: Eiyuu Retsuden,NES,1989,Role-Playing,Namco Bandai Games,0.0,0.0,1.1,0.0,1.1,,,,,,Nintendo Entertainment System
Omerta: City of Gangsters,PS3,2011,Simulation,Konami Digital Entertainment,0.52,0.43,0.0,0.15,1.1,,,,,,Play Station 3
NBA Live 2001,PS2,2001,Sports,Electronic Arts,0.52,0.4,0.04,0.13,1.1,74.0,18.0,,,E,Play Station 2
SingStar Legends,PS2,2006,Misc,Sony Computer Entertainment,0.12,0.75,0.0,0.23,1.1,76.0,25.0,,,T,Play Station 2
SingStar Rocks!,PS2,2006,Misc,Sony Computer Entertainment,0.0,0.84,0.0,0.25,1.1,,,,,,Play Station 2
Tales of Symphonia,GC,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,86.0,60.0,8.5,181.0,T,GameCube
Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,0.53,0.45,0.0,0.12,1.1,61.0,16.0,6.9,14.0,E10+,Nintendo Wii
GRID,PS3,2008,Racing,Codemasters,0.31,0.56,0.03,0.2,1.1,87.0,39.0,8.1,110.0,E,Play Station 3
Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts,0.45,0.52,0.01,0.12,1.1,73.0,54.0,6.7,77.0,T,Xbox 360
Star Ocean: The Second Story,PS,1998,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1,80.0,13.0,8.5,44.0,E,Play Station
Petz Dogz 2,DS,2007,Simulation,Ubisoft,0.46,0.51,0.0,0.12,1.1,,,,,E,Nintendo DS
Sonic and the Black Knight,Wii,2009,Platform,Sega,0.64,0.34,0.01,0.11,1.09,54.0,51.0,6.9,199.0,E10+,Nintendo Wii
Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,0.52,0.48,0.0,0.09,1.09,69.0,6.0,7.3,122.0,E10+,Xbox 360
Final Fantasy XIV: A Realm Reborn,PS3,2013,Role-Playing,Square Enix,0.38,0.3,0.28,0.14,1.09,,,,,,Play Station 3
NCAA Football 14,X360,2013,Sports,Electronic Arts,1.01,0.0,0.0,0.08,1.09,77.0,18.0,5.8,74.0,E,Xbox 360
The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,0.59,0.32,0.09,0.09,1.09,86.0,74.0,8.4,340.0,T,Nintendo Wii U
Yakuza 2,PS2,2006,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,77.0,34.0,8.1,52.0,M,Play Station 2
Disney Infinity 2.0: Marvel Super Heroes,X360,2014,Action,Disney Interactive Studios,0.66,0.34,0.0,0.1,1.09,,,,,,Xbox 360
LEGO Star Wars III: The Clone Wars,DS,2011,Action,LucasArts,0.62,0.38,0.0,0.1,1.09,66.0,8.0,,,E,Nintendo DS
Guitar Hero 5,PS3,2009,Misc,Activision,0.53,0.39,0.0,0.17,1.09,86.0,54.0,5.7,87.0,T,Play Station 3
Sonic Free Riders,X360,2010,Racing,Sega,0.75,0.25,0.0,0.09,1.09,47.0,52.0,2.1,98.0,E,Xbox 360
Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,0.78,0.29,0.0,0.02,1.09,75.0,21.0,8.9,39.0,E,Game Boy Advance
NERF N-Strike,Wii,2008,Shooter,Electronic Arts,0.91,0.09,0.0,0.09,1.09,66.0,13.0,4.4,7.0,E10+,Nintendo Wii
BeatMania,PS,1998,Simulation,Konami Digital Entertainment,0.0,0.0,1.07,0.02,1.09,,,,,,Play Station
NFL 2K1,DC,2000,Sports,Sega,1.02,0.05,0.0,0.02,1.09,97.0,22.0,6.0,47.0,E,Sega Dreamcast
Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09,68.0,51.0,7.6,58.0,T,Play Station Portable
Madden NFL 2004,X,2003,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,92.0,27.0,8.3,48.0,E,Xbox
The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75.0,56.0,8.3,99.0,M,Play Station 2
Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09,65.0,32.0,8.3,33.0,T,Play Station 2
Densha De Go!,PS,1997,Simulation,Taito,0.0,0.0,1.02,0.07,1.09,,,,,,Play Station
